aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,annotation
743015,Confirmatory,qHTS assay for identifying genotoxic compounds that show differential cytotoxicity against isogenic chicken DT40 cell lines with known DNA damage response pathways - Rad54/Ku70 mutant cell line,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_DNA repair pathways play a critical role in cellular homeostasis by repairing DNA damage induced by endogenous processes and xenobiotics. Isogenic chicken DT40 cell lines d,58,Tox21,DT40100,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,NULL,Toxicity,NULL,Governmental Organizations,21538559,0,NULL,NULL,NULL,NULL,,NULL
743035,Confirmatory,qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Androgen receptor (AR), a nuclear hormone receptor, plays a critical role in AR-dependent prostate cancer and other androgen related diseases. Endocrine disrupting chemical",58,Tox21,ARN311,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,367,NULL,AAI32976,Governmental Organizations,21543282,0,NULL,AAI32976,NULL,NULL,,NULL
743053,Summary,qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway: Summary,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Androgen receptor (AR), a nuclear hormone receptor, plays a critical role in AR-dependent prostate cancer and other androgen related diseases. Endocrine disrupting chemical",58,Tox21,ARA168,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,367,NULL,AAI32976,Governmental Organizations,21543282,0,NULL,AAI32976,NULL,NULL,,NULL
743065,Confirmatory,qHTS assay to identify small molecule antagonists of the thyroid receptor (TR) signaling pathway,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Thyroid receptor (TR), a nuclear hormone receptor, plays an important role in development, proliferation, differentiation, metabolism, brain function, and cardiovascular sy",58,Tox21,TRN186,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,24831,NULL,NP_001257783,Governmental Organizations,21543282,0,NULL,NP_001257783,NULL,NULL,,NULL
743069,Confirmatory,qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen receptor (ER), a nuclear hormone receptor, plays an important role in development, metabolic homeostasis and reproduction. Two subtypes of ER, ER-alpha and ER-beta",58,Tox21,ERN433,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,2099,NULL,AEP43755,Governmental Organizations,21543282,0,NULL,P03372,NULL,NULL,,NULL
743075,Confirmatory,qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen receptor (ER), a nuclear hormone receptor, plays an important role in development, metabolic homeostasis and reproduction. Two subtypes of ER, ER-alpha and ER-beta",58,Tox21,ERA553,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,2099,NULL,AEP43755,Governmental Organizations,21543282,0,NULL,P03372,NULL,NULL,,NULL
743077,Summary,qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway: Summary,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen receptor (ER), a nuclear hormone receptor, plays an important role in development, metabolic homeostasis and reproduction. Two subtypes of ER, ER-alpha and ER-beta",58,Tox21,ERA362,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,2099,NULL,AEP43755,Governmental Organizations,21543282,0,NULL,P03372,NULL,NULL,,NULL
743079,Confirmatory,qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Estrogen receptor (ER), a nuclear hormone receptor, plays an important role in development, metabolic homeostasis and reproduction. Endocrine disrupting chemicals (EDCs) an",58,Tox21,BG1A409,20140820,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,2099,NULL,AEP43755,Governmental Organizations,21543282,0,NULL,P03372,NULL,NULL,,NULL
743083,Confirmatory,qHTS assay to identify aromatase inhibitors,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Endocrine disrupting chemicals (EDCs) interfere with the biosynthesis and normal functions of steroid hormones including estrogen and androgen in the body. Aromatase cataly,58,Tox21,AROA258,20140905,4|6|11|13|33|34|51|66|72|79|107|119|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|614|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|876|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|994|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1053|1054|10,144203552|144203553|144203554|144203555|144203556|144203557|144203558|144203559|144203560|144203561|144203562|144203563|144203564|144203565|144203566|144203567|144203568|144203569|144203570|144203571|144203572|144203573|144203574|144203575|144203576|144203577|144203578|144203579|144203580|144203581|144203582|144203583|144203584|144203585|144203586|144203587|144203588|144203589|144203590|144203591|144203592|144203593|144203594|144203595|144203596|144203597|144203598|144203599|144203600|144203601|144203602|14,1588,NULL,EAW77416,Governmental Organizations,NULL,0,NULL,P11511,NULL,NULL,,NULL
743191,Confirmatory,qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_The peroxisome proliferator-activated receptors (PPARs) are lipid-activated transcription factors of the nuclear receptor superfamily with three distinct subtypes namely PP,58,Tox21,PPARGN135,20140821,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1054|1057|1060|1066|1080|109,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,5468,NULL,BAH02283,Governmental Organizations,21543282,0,NULL,BAH02283,NULL,NULL,,NULL
743215,Confirmatory,qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_The peroxisome proliferator-activated receptors (PPARs) are lipid-activated transcription factors of the nuclear receptor superfamily with three distinct subtypes namely PP,58,Tox21,PPARDN875,20140821,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1054|1057|1060|1066|1080|109,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,5467,NULL,BAH02282,Governmental Organizations,21543282,0,NULL,BAH02282,NULL,NULL,,NULL
743217,Confirmatory,qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_The farnesoid-X-receptor (FXR), a nuclear hormone receptor, is highly expressed in liver, intestine, kidney and adrenal cortex. Natural ligands of FXR are the bile acids (C",58,Tox21,FXRN812,20140821,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1054|1057|1060|1066|1080|109,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,9971,NULL,ADZ17382,Governmental Organizations,21543282,0,NULL,ADZ17382,NULL,NULL,,NULL
743223,Confirmatory,qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_The vitamin D receptor (VDR), a member of nuclear hormone receptor superfamily, plays a critical role in calcium homeostasis and bone metabolism. It is also involved in cel",58,Tox21,VDRN244,20140821,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1054|1057|1060|1066|1080|109,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,7421,NULL,BAH02291,Governmental Organizations,21543282,0,NULL,BAH02291,NULL,NULL,,NULL
1159509,Confirmatory,qHTS assay to identify small molecule agonists of the NFkB signaling pathway,U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Transcription factors and their stimulated target gene expression play pivotal roles across many cellular processes including responses to environmental stimuli.  Proper re,58,Tox21,NFKB358,20150529,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1046|1049|1050|1054|1057|1060|1066|1080|109,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,4790,NULL,EAX06134,Governmental Organizations,20067776,0,NULL,P19838,NULL,NULL,,NULL
1159521,Confirmatory,qHTS assay to identify small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway ,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_Nuclear steroid hormone receptors are involved in many biological processes including inflammatory responses, cell proliferation, and apoptosis. Environmental factors or co",58,Tox21,RORG546,20150625,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,19885,NULL,AAH14804,Governmental Organizations,NULL,0,NULL,P51450,NULL,NULL,,NULL
1159527,Confirmatory,qHTS assay to identify small molecule agonists of the RXR signaling pathway,"U.S. Tox21 Program_||_National Center for Advancing Translational Sciences [NCATS]_||_NIH Chemical Genomics Center [NCGC]_||_U.S. Environmental Protection Agency [EPA]_||_National Institutes of Environmental Health Sciences [NIEHS]_||_National Toxicology Program [NTP]_||_U.S. Food and Drug Administration [FDA]_||_Tox21 Assay Overview:_||_The Retinoid X receptor (RXR), a nuclear hormone receptor expressed in liver, spleen, placenta, epidermis, central nervous system. These receptors are able to form homo and",58,Tox21,RXR315,20150731,4|6|11|13|33|34|51|66|72|79|107|135|174|176|177|178|179|180|190|196|204|227|240|241|243|244|247|261|262|263|264|289|299|300|307|308|311|323|325|326|332|335|338|342|356|370|379|385|398|403|447|454|460|464|525|527|541|546|564|568|588|594|597|612|650|660|671|674|679|681|700|701|702|712|713|727|743|750|753|757|774|785|791|795|798|802|803|807|811|863|864|867|875|880|887|892|896|904|931|936|938|949|957|967|970|971|978|980|985|991|992|995|996|997|998|999|1004|1017|1018|1030|1031|1032|1046|1049|1050|1054|1057|1060|,144205501|144206117|144206325|144206326|144206328|144206329|144206330|144206333|144206369|144206371|144206375|144206376|144206379|144206380|144206382|144206383|144206384|144206385|144206386|144206389|144206390|144206392|144206393|144206395|144206396|144206397|144206398|144206399|144206400|144206401|144206403|144206405|144206411|144206412|144206414|144206415|144206418|144206419|144206420|144206423|144206425|144206427|144206428|144206430|144206431|144206432|144206433|144206434|144206435|144206437|144206438|14,6256,NULL,ADZ17354,Governmental Organizations,21543282,0,NULL,P19793,NULL,NULL,,NULL
